2026-03-09 13:28:20.911 | DEBUG    | tools.registry:register:19 - Tool 已注册: web_search
2026-03-09 13:28:20.911 | DEBUG    | tools.registry:register:19 - Tool 已注册: file_read
2026-03-09 13:28:20.911 | DEBUG    | tools.registry:register:19 - Tool 已注册: file_write
2026-03-09 13:28:20.927 | DEBUG    | tools.registry:register:19 - Tool 已注册: content_extractor
2026-03-09 13:28:20.927 | DEBUG    | skills.registry:register:18 - Skill 已注册: research
2026-03-09 13:28:20.927 | DEBUG    | tools.registry:register:19 - Tool 已注册: text_chunker
2026-03-09 13:28:20.927 | DEBUG    | skills.registry:register:18 - Skill 已注册: summarize
2026-03-09 13:28:20.927 | DEBUG    | tools.registry:register:19 - Tool 已注册: calculator
2026-03-09 13:28:20.928 | DEBUG    | skills.registry:register:18 - Skill 已注册: data_analysis
2026-03-09 13:28:20.928 | DEBUG    | tools.registry:register:19 - Tool 已注册: markdown_formatter
2026-03-09 13:28:20.928 | DEBUG    | skills.registry:register:18 - Skill 已注册: write_report
2026-03-09 13:28:20.928 | INFO     | llm.litellm_provider:__init__:25 - LLM Provider 初始化: model=claude-sonnet-4-6
2026-03-09 13:28:25.487 | INFO     | memory.short_term:_init_redis:30 - 短期记忆 Redis 已连接: redis://localhost:6379
2026-03-11 15:32:58.239 | DEBUG    | tools.registry:register:19 - Tool 已注册: web_search
2026-03-11 15:32:58.239 | DEBUG    | tools.registry:register:19 - Tool 已注册: file_read
2026-03-11 15:32:58.239 | DEBUG    | tools.registry:register:19 - Tool 已注册: file_write
2026-03-11 15:32:58.242 | DEBUG    | tools.registry:register:19 - Tool 已注册: content_extractor
2026-03-11 15:32:58.242 | DEBUG    | skills.registry:register:18 - Skill 已注册: research
2026-03-11 15:32:58.242 | DEBUG    | tools.registry:register:19 - Tool 已注册: text_chunker
2026-03-11 15:32:58.242 | DEBUG    | skills.registry:register:18 - Skill 已注册: summarize
2026-03-11 15:32:58.242 | DEBUG    | tools.registry:register:19 - Tool 已注册: calculator
2026-03-11 15:32:58.242 | DEBUG    | skills.registry:register:18 - Skill 已注册: data_analysis
2026-03-11 15:32:58.242 | DEBUG    | tools.registry:register:19 - Tool 已注册: markdown_formatter
2026-03-11 15:32:58.242 | DEBUG    | skills.registry:register:18 - Skill 已注册: write_report
2026-03-11 15:32:58.244 | INFO     | llm.litellm_provider:__init__:25 - LLM Provider 初始化: model=gpt-4o-mini
2026-03-11 15:33:03.172 | INFO     | memory.short_term:_init_redis:30 - 短期记忆 Redis 已连接: redis://localhost:6379
2026-03-11 15:34:27.558 | DEBUG    | tools.registry:register:19 - Tool 已注册: web_search
2026-03-11 15:34:27.558 | DEBUG    | tools.registry:register:19 - Tool 已注册: file_read
2026-03-11 15:34:27.558 | DEBUG    | tools.registry:register:19 - Tool 已注册: file_write
2026-03-11 15:34:27.561 | DEBUG    | tools.registry:register:19 - Tool 已注册: content_extractor
2026-03-11 15:34:27.561 | DEBUG    | skills.registry:register:18 - Skill 已注册: research
2026-03-11 15:34:27.561 | DEBUG    | tools.registry:register:19 - Tool 已注册: text_chunker
2026-03-11 15:34:27.561 | DEBUG    | skills.registry:register:18 - Skill 已注册: summarize
2026-03-11 15:34:27.561 | DEBUG    | tools.registry:register:19 - Tool 已注册: calculator
2026-03-11 15:34:27.561 | DEBUG    | skills.registry:register:18 - Skill 已注册: data_analysis
2026-03-11 15:34:27.561 | DEBUG    | tools.registry:register:19 - Tool 已注册: markdown_formatter
2026-03-11 15:34:27.561 | DEBUG    | skills.registry:register:18 - Skill 已注册: write_report
2026-03-11 15:34:27.562 | INFO     | llm.litellm_provider:__init__:25 - LLM Provider 初始化: model=gpt-4o-mini
2026-03-11 15:34:32.258 | INFO     | memory.short_term:_init_redis:30 - 短期记忆 Redis 已连接: redis://localhost:6379
2026-03-11 15:36:16.883 | DEBUG    | tools.registry:register:19 - Tool 已注册: web_search
